Games,Cópias vendidas,Hours Played,Número de jogadores,_merge,Popularidade,Temp Med,Jogadores por cópias,index,slug,isMultiplayer
Bulletstorm,5,139.8,3.0,both,0.0260593109918173,46.6,0.6,350,bulletstorm,1.0
Bully Scholarship Edition,4,13.5,1.0,both,0.0208474487934539,13.5,0.25,351,bully-scholarship-edition,0.0
Bunch Of Heroes,2,0.0,0.0,left_only,0.0104237243967269,,0.0,352,bunch-of-heroes,1.0
Burgers,1,0.0,0.0,left_only,0.0052118621983634,,0.0,353,burgers,0.0
Burnout Paradise The Ultimate Box,22,72.5,15.0,both,0.1146609683639964,4.833333333333333,0.6818181818181818,354,burnout-paradise-the-ultimate-box,0.0
Burstfire,2,3.3000000000000003,2.0,both,0.0104237243967269,1.65,1.0,355,burstfire,1.0
Bus Driver,1,0.2,1.0,both,0.0052118621983634,0.2,1.0,356,bus-driver,0.0
Bus-Simulator 2012,1,0.0,0.0,left_only,0.0052118621983634,,0.0,357,bus-simulator-2012,0.0
C9,5,0.0,0.0,left_only,0.0260593109918173,,0.0,Soundrack/Skin/Bonus,0,
CID The Dummy,1,4.4,1.0,both,0.0052118621983634,4.4,1.0,359,cid-the-dummy,0.0
COH2 - The Western Front Armies Oberkommando West,4,0.0,0.0,left_only,0.0208474487934539,,0.0,360,company-of-heroes-2-the-western-front-armies--1,1.0
COH2 - The Western Front Armies US Forces,3,0.0,0.0,left_only,0.0156355865950904,,0.0,361,company-of-heroes-2-the-western-front-armies-us-forces,0.0
CONSORTIUM,1,0.0,0.0,left_only,0.0052118621983634,,0.0,362,consortium,1.0
CT Special Forces Fire for Effect,1,0.0,0.0,left_only,0.0052118621983634,,0.0,363,ct-special-forces-fire-for-effect,1.0
Cabela's Big Game Hunter Pro Hunts,2,9.2,1.0,both,0.0104237243967269,9.2,0.5,364,cabelas-big-game-hunter-pro-hunts,1.0
CaesarIA,1,0.0,0.0,left_only,0.0052118621983634,,0.0,365,caesaria,0.0
Cakewalk Loop Manager,3,0.0,0.0,left_only,0.0156355865950904,,0.0,366,cakewalk,0.0
Call of Cthulhu Dark Corners of the Earth,1,0.0,0.0,left_only,0.0052118621983634,,0.0,367,call-of-cthulhu-dark-corners-of-the-earth,1.0
Call of Duty,1,0.0,0.0,left_only,0.0052118621983634,,0.0,368,call-of-duty--1,1.0
Call of Duty 2,2,2.7,1.0,both,0.0104237243967269,2.7,0.5,369,call-of-duty-2,1.0
Call of Duty 4 Modern Warfare,9,77.1,8.0,both,0.0469067597852712,9.6375,0.8888888888888888,370,call-of-duty-4-modern-warfare,1.0
Call of Duty Advanced Warfare,15,43.5,10.0,both,0.0781779329754521,4.35,0.6666666666666666,371,call-of-duty-advanced-warfare,1.0
Call of Duty Advanced Warfare - Multiplayer,15,1363.8,13.0,both,0.0781779329754521,104.9076923076923,0.8666666666666667,Soundrack/Skin/Bonus,0,
Call of Duty Black Ops,44,607.3,38.0,both,0.2293219367279929,15.98157894736842,0.8636363636363636,373,call-of-duty-black-ops--1,1.0
Call of Duty Black Ops - Multiplayer,44,3294.5,35.0,both,0.2293219367279929,94.12857142857143,0.7954545454545454,Soundrack/Skin/Bonus,0,
Call of Duty Black Ops - Multiplayer OSX,1,2.7,1.0,both,0.0052118621983634,2.7,1.0,Soundrack/Skin/Bonus,0,
Call of Duty Black Ops - OSX,1,14.9,1.0,both,0.0052118621983634,14.9,1.0,Soundrack/Skin/Bonus,0,
Call of Duty Black Ops II,27,146.8,21.0,both,0.1407202793558138,6.990476190476191,0.7777777777777778,377,call-of-duty-black-ops-ii--1,1.0
Call of Duty Black Ops II - Multiplayer,27,2789.3,24.0,both,0.1407202793558138,116.22083333333336,0.8888888888888888,Soundrack/Skin/Bonus,0,
Call of Duty Black Ops II - Zombies,27,187.9,16.0,both,0.1407202793558138,11.74375,0.5925925925925926,Soundrack/Skin/Bonus,0,
Call of Duty Black Ops III,8,379.7,8.0,both,0.0416948975869078,47.4625,1.0,380,call-of-duty-black-ops-iii,1.0
Call of Duty Ghosts,18,150.20000000000002,16.0,both,0.0938135195705425,9.3875,0.8888888888888888,381,call-of-duty-ghosts,1.0
Call of Duty Ghosts - Multiplayer,18,853.8,10.0,both,0.0938135195705425,85.38,0.5555555555555556,Soundrack/Skin/Bonus,0,
Call of Duty Modern Warfare 2,52,895.3,45.0,both,0.2710168343149007,19.895555555555557,0.8653846153846154,383,call-of-duty-modern-warfare-2,1.0
Call of Duty Modern Warfare 2 - Multiplayer,52,6559.4,43.0,both,0.2710168343149007,152.5441860465116,0.8269230769230769,Soundrack/Skin/Bonus,0,
Call of Duty Modern Warfare 2 - Resurgence Pack,2,0.0,0.0,left_only,0.0104237243967269,,0.0,385,call-of-duty-modern-warfare-2-resurgence-pack,0.0
Call of Duty Modern Warfare 2 Stimulus Package,3,0.0,0.0,left_only,0.0156355865950904,,0.0,Soundrack/Skin/Bonus,0,
Call of Duty Modern Warfare 3,36,756.3,33.0,both,0.1876270391410851,22.918181818181814,0.9166666666666666,387,call-of-duty-modern-warfare-3,1.0
Call of Duty Modern Warfare 3 - Multiplayer,36,3208.1,29.0,both,0.1876270391410851,110.62413793103448,0.8055555555555556,Soundrack/Skin/Bonus,0,
Call of Duty United Offensive,1,0.0,0.0,left_only,0.0052118621983634,,0.0,389,call-of-duty-united-offensive,1.0
Call of Duty World at War,14,451.0,10.0,both,0.0729660707770886,45.1,0.7142857142857143,390,call-of-duty-world-at-war,1.0
Call of Juarez Bound in Blood,2,0.5,1.0,both,0.0104237243967269,0.5,0.5,Soundrack/Skin/Bonus,0,
Call of Juarez Gunslinger,10,37.0,7.0,both,0.0521186219836347,5.285714285714286,0.7,392,call-of-juarez-gunslinger,1.0
Call of Juarez The Cartel,1,4.3,1.0,both,0.0052118621983634,4.3,1.0,393,call-of-juarez-the-cartel,1.0
Call of Tomsk-7,1,1.5,1.0,both,0.0052118621983634,1.5,1.0,394,call-of-tomsk-7,0.0
Camera Obscura,2,0.0,0.0,left_only,0.0104237243967269,,0.0,395,camera-obscura,0.0
Cannon Brawl,1,1.6,1.0,both,0.0052118621983634,1.6,1.0,396,cannon-brawl,0.0
Cannons Lasers Rockets,1,0.0,0.0,left_only,0.0052118621983634,,0.0,397,cannons-lasers-rockets,1.0
Canyon Capers,1,2.0,1.0,both,0.0052118621983634,2.0,1.0,398,canyon-capers,0.0
Capsized,5,0.3,1.0,both,0.0260593109918173,0.3,0.2,399,capsized,0.0
Captain Forever Remix,1,22.0,1.0,both,0.0052118621983634,22.0,1.0,400,captain-forever-remix,1.0
Captain Morgane and the Golden Turtle,1,0.0,0.0,left_only,0.0052118621983634,,0.0,401,captain-morgane-and-the-golden-turtle,0.0
Car Mechanic Simulator 2014,1,0.7,1.0,both,0.0052118621983634,0.7,1.0,402,car-mechanic-simulator-2014,0.0
Car Mechanic Simulator 2015,2,20.5,2.0,both,0.0104237243967269,10.25,1.0,403,car-mechanic-simulator-2015,0.0
Car Mechanic Simulator 2015 - PickUp & SUV DLC,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Car Mechanic Simulator 2015 - TraderPack,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Car Mechanic Simulator 2015 - Visual Tuning,1,0.0,0.0,left_only,0.0052118621983634,,0.0,406,car-mechanic-simulator-2015-visual-tuning,0.0
Car Mechanic Simulator 2015 - Youngtimer,2,0.0,0.0,left_only,0.0104237243967269,,0.0,407,car-mechanic-simulator-2015-youngtimer,0.0
Card City Nights,1,1.6,1.0,both,0.0052118621983634,1.6,1.0,408,card-city-nights,0.0
Card Hunter,6,8.8,3.0,both,0.0312711731901808,2.9333333333333336,0.5,409,card-hunter,0.0
Cargo Commander,1,1.2,1.0,both,0.0052118621983634,1.2,1.0,410,cargo-commander--1,1.0
Cargo! - The quest for gravity,1,5.4,1.0,both,0.0052118621983634,5.4,1.0,411,cargo-the-quest-for-gravity,0.0
Carpe Diem,2,0.0,0.0,left_only,0.0104237243967269,,0.0,412,carpe-diem,0.0
Carrier Command Gaea Mission,1,0.2,1.0,both,0.0052118621983634,0.2,1.0,413,carrier-command-gaea-mission,1.0
Caster,6,2.4000000000000004,2.0,both,0.0312711731901808,1.2000000000000002,0.3333333333333333,414,caster,1.0
Castle Crashers,18,125.2,17.0,both,0.0938135195705425,7.364705882352942,0.9444444444444444,415,castle-crashers,1.0
Castle Crashers - Blacksmith Pack,4,0.0,0.0,left_only,0.0208474487934539,,0.0,416,castle-crashers-blacksmith-pack,0.0
Castle Crashers - Pink Knight Pack,3,0.0,0.0,left_only,0.0156355865950904,,0.0,417,castle-crashers-pink-knight-pack,0.0
Castle Never Judge a Book by its Cover,1,0.8,1.0,both,0.0052118621983634,0.8,1.0,418,castle-never-judge-a-book-by-its-cover,0.0
Castle Story,2,3.6,2.0,both,0.0104237243967269,1.8,1.0,419,castle-story--1,0.0
CastleMiner Z,1,0.3,1.0,both,0.0052118621983634,0.3,1.0,420,castleminer-z,0.0
CastleStorm,3,35.3,3.0,both,0.0156355865950904,11.766666666666666,1.0,421,castlestorm,1.0
CastleStorm - From Outcast to Savior,1,0.0,0.0,left_only,0.0052118621983634,,0.0,422,castlestorm-from-outcast-to-savior,0.0
CastleStorm - The Warrior Queen,1,0.0,0.0,left_only,0.0052118621983634,,0.0,423,castlestorm-the-warrior-queen,0.0
Castlevania Lords of Shadow - Ultimate Edition,4,12.8,3.0,both,0.0208474487934539,4.266666666666667,0.75,424,castlevania-lords-of-shadow-ultimate-edition,0.0
Castlevania Lords of Shadow 2,3,87.2,2.0,both,0.0156355865950904,43.6,0.6666666666666666,425,castlevania-lords-of-shadow-2,0.0
Castlevania Lords of Shadow 2 - Dark Dracula Costume,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Castlevania Lords of Shadow 2 - Revelations DLC,1,0.0,0.0,left_only,0.0052118621983634,,0.0,427,castlevania-lords-of-shadow-2-revelations,0.0
Cat Goes Fishing,2,0.5,1.0,both,0.0104237243967269,0.5,0.5,428,cat-goes-fishing,0.0
Cave Story+,8,42.7,4.0,both,0.0416948975869078,10.675,0.5,429,cave-story-plus--1,1.0
Champions Online,7,5.9,3.0,both,0.0364830353885443,1.9666666666666668,0.4285714285714285,430,champions-online,1.0
Chantelise,2,0.5,1.0,both,0.0104237243967269,0.5,0.5,431,chantelise-a-tale-of-two-sisters,0.0
Chaos Domain,4,0.0,0.0,left_only,0.0208474487934539,,0.0,432,chaos-domain,0.0
Chaos Heroes Online,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Chaos on Deponia,6,40.2,4.0,both,0.0312711731901808,10.05,0.6666666666666666,434,chaos-on-deponia,0.0
Chaser,1,0.0,0.0,left_only,0.0052118621983634,,0.0,435,chaser--1,0.0
Cherry Tree High Comedy Club,2,0.0,0.0,left_only,0.0104237243967269,,0.0,436,cherry-tree-high-comedy-club,0.0
Cherry Tree High I! My! Girls!,1,0.0,0.0,left_only,0.0052118621983634,,0.0,437,cherry-tree-high-i-my-girls,0.0
Chessmaster,1,1.8,1.0,both,0.0052118621983634,1.8,1.0,438,chessmaster--1,0.0
Child of Light,7,20.8,3.0,both,0.0364830353885443,6.933333333333334,0.4285714285714285,439,child-of-light,0.0
Chime,3,7.5,3.0,both,0.0156355865950904,2.5,1.0,440,chime,0.0
Chip,1,2.0,1.0,both,0.0052118621983634,2.0,1.0,441,chip,0.0
Chivalry Medieval Warfare,35,695.3,28.0,both,0.1824151769427216,24.832142857142856,0.8,442,chivalry-medieval-warfare,1.0
Chronicles of Mystery The Scorpio Ritual,1,0.0,0.0,left_only,0.0052118621983634,,0.0,443,chronicles-of-mystery-the-scorpio-ritual,0.0
